frase	duracao_media	total_classificacoes	classificacao_majoritaria	total_positiva	total_negativa	total_neutra
Nossa ele era muito gentil e apaixonado cuidou do meu filho e de mim como um verdadeiro homem assumiu literalmente parece até que meu filho era filho biológico dele um pai perfeito como todos deveriam ser.	6.465833333333333	6	positiva	6	0	0
Nossa hoje estou com vergonha e muito mais muito ODIO de mim.	2.6512000000000002	5	negativa	0	5	0
Nossa união surgiu um garotinha linda que é a minha vida e tem hoje 4 aninhos,	4.3107500000000005	4	positiva	4	0	0
Nossos rumos mudaram, mas não se perderam; ainda estou aqui, e o melhor de tudo, é que tenho certeza que você ainda está ai também.	7.3751999999999995	5	positiva	4	0	1
Num certo dia, brigamos e eu não aguentei e terminei	2.8574	5	negativa	0	5	0
Numa manhã, o irmão mais velho ouviu baterem à sua porta.	3.01225	4	neutra	0	0	4
Nunca devemos esquecer de que somos nós os arquiteto do nosso próprio destino cada um tem o seu livre arbítrio de seguir a sua vida como quer.	6.432333333333333	6	positiva	5	0	1
Nunca me arrependi tanto, duvido que eu vou passar com esses acertos, pra passar em Edificações tem que acertar de 40 pra cima.	30.68175	4	positiva	4	0	0
Nunca me arrumei tão rápido, ainda bem que moro a uns cinco minutos de carro pro meu trabalho.	2.84425	4	negativa	0	4	0
Nunca namorei a distância, mas acho que não seria fácil!	4.9928	5	empate	2	1	2
Nunca passei fome e nem tive doença, agradeço a Deus por ter meus dois olhos,	3.211	5	positiva	5	0	0
Nunca transamos, mas acho que tá mais perto que longe.	3.5412500000000002	4	empate	2	0	2
Não acaba uma batalha, a guerra vai continuar, a guerra é destruir as correntes que me separam das minhas aspirações, que me separam dos meus sonhos.	13.569999999999999	5	negativa	0	3	2
Não aceitei o estabilizador pelo mesmo motivo da risperidona.	5.8395	6	neutra	0	0	6
Não acho minha vida uma desgraça, apesar do TOC, autoestima baixa, ansiedade, insônia, pânico, problemas familiares.	6.963333333333334	6	negativa	2	4	0
Não aguento mais ficar longe do meu namorado - eu quero transar, porra ! 	3.1065	4	negativa	1	3	0
Não conseguia responder, não chorava, não sorria, simplesmente sentei no chão do banheiro olhando para o nada, com uma eterna sensação de bem estar em meio ao vazio que me atormentava.	6.4755	4	neutra	1	0	3
Não consigo, a minha vida acabou, não sei o que fazer.	2.7974	5	negativa	0	3	2
Não deixe sua vida passar por passar escreve sua historia dia após dia vc merece ser feliz vc tem que ser feliz não de aos outros poderes que eles não possuem	7.9015	4	positiva	4	0	0
Não deixou nada para o meu futuro, você esqueceu de mim como se eu nunca tivesse existido.	23.8792	5	negativa	1	4	0
Não desista de suas escolhas e de seus sonhos nunca!	14.347249999999999	4	positiva	4	0	0
Não deu nem 2 semanas e eu não aguentei e pedi pra ele pra voltar pra dosagem anterior - 2 comprimidos.	2.48425	4	neutra	0	0	4
Não estou nem ai em parecer ser o bom filho, sendo que você é uma péssima mãe.	4.0875	4	negativa	0	4	0
Não ficamos, nem sequer nos beijamos, almoçamos juntos algumas vezes nos falamos por telefone e nos correspondemos por mensagens e msn, tudo começou com uma amizade.	8.5816	5	positiva	3	0	2
Não fique quieto durante o encontro, vai deixá-la quieta também e caso ela esteja com vontade de te dizer algo, pode ficar com vergonha e continuar quieta, então, esteja sempre puxando bons assuntos.	13.06875	4	empate	2	0	2
Não fiquei surpresa e nada demais.	4.437749999999999	4	neutra	0	0	4
Não foi bem uma transa, mas foi legal.	3.0957999999999997	5	positiva	4	0	1
Não importa o preço, o que importa é que eu esteja linda no dia.	3.9735	4	positiva	3	0	1
Não ligo pra esse papo, só ligo pra você.	2.4364	5	neutra	1	1	3
Não me arrependo de nada mesmo, de ter transado, com ele porque ele fez valer a pena, fez eu me sentir como nunca, fez loucuras na cama comigo.	19.6338	5	positiva	3	1	1
Não melhorou a situação meu pai me ver chorando e começar a berrar para de chorar, que coisa infantil e brigar comigo, me xingar de tudo.	5.42675	4	negativa	0	4	0
Não o considero um sentimento ruim, pois ele me faz ter esperança em meio a tanta briga.	9.338	4	positiva	4	0	0
Não ouso jogar nada daquilo fora, por que é o que me resta de ti, não é?	4.987399999999999	5	empate	2	2	1
Não paro de pensar em você.	3.97	5	positiva	3	0	2
Não por querer, toda família simplesmente esquece da minha existência.	3.420833333333333	6	negativa	0	6	0
Não porque não possa me apaixonar novamente mas porque sempre que eu desejar uma pessoa, essa pessoa será você!	9.335749999999999	4	neutra	1	1	2
Não posso me prender a amigos que sei que não estarão comigo como dizem que vão.	22.1405	4	negativa	1	3	0
Não preciso te dar satisfações pra onde eu vou ou o que eu vou fazer, nem essa tua vida de merda me preocupa.	7.9395	6	negativa	0	5	1
Não que eu me considere uma imortal, para mim, todos tem o mesmo destino.	5.1182	5	neutra	2	0	3
Não quero ficar uma baleia, ja to gorda demais !	3.1009999999999995	6	negativa	0	6	0
Não quero que isso te perturbe e tire a sua paz.	2.6775	4	positiva	3	0	1
Não quero que me juguem, me xinguem ou coisa parecida quero apenas que me compreendam!	36.33925	4	neutra	1	1	2
Não recomendo isso a ninguém, mas não consigo pensar em outra coisa a fazer quanto estiver triste, pois meus amigos e familiares não entendem que eu fico triste sem motivo e irão me chamar de besta e se eu contar para alguém que me automutilei irão me chamar de doente, porque é isso que o ser humano faz, julga um ao outro.	301.75460000000004	5	negativa	0	5	0
Não sabe como me dói quando você me desmerece e me humilha na frente de quem quer que seja.	4.323833333333333	6	negativa	1	5	0
Não se espante com esta confissão.	3.2561999999999998	5	neutra	0	0	5
Não sei como foi possível, mas chorei seis horas sem parar.	4.25075	4	negativa	0	3	1
Não sei o que dizer, não sei o que fazer, estou perdido, pedi ajuda até mesmo ao meu cachorro em uma esperança psicótica de que ele responderia, ou faria algo mágico.	14.830000000000002	4	negativa	0	4	0
Não sei se você está vivo, mas sei que onde quer que você esteja, está em meu coração, e eu to contigo pequeno.	11.5334	5	positiva	5	0	0
Não tem muitos amigos, e acaba sendo até muitas vezes egoísta, se precisar, passa por cima de alguém para ganhar algo.	35.376999999999995	5	negativa	0	5	0
Não tem tantas páginas e o escritor também não era conhecido por mim!	4.46725	4	neutra	0	0	4
Não tendo mais você, acho que é o que me resta.	4.529999999999999	5	negativa	0	5	0
Não tenho coragem de cobrar fidelidade e isso para um homem é a maior das vergonhas, não sou homem, não sou gente, não sou nada com as drogas.	8.656600000000001	5	negativa	0	4	1
Não tenho irmãos e por várias razões aprendi que as minhas melhores amigas não sabem guardar segredos.	4.5075	6	negativa	0	4	2
Não tenho jeito mesmo, gaguejo, esqueço, o escambau.	3.0998	5	empate	1	2	2
Não tenho mais aquela aparência tão jovem, mas o meu coração ainda é o mesmo que te amou, que te deu carinho, e adorou receber o seu.	4.860250000000001	4	negativa	1	2	1
Não tenho o toque da sua mão deslizando meu corpo, não tenho seus abraços, não tenho seus beijos, não tenho você em minha vida.	6.37075	4	negativa	0	3	1
Não tenho procurado amigos e nem mesmo ninguém.	11.347	5	negativa	0	4	1
Não tivemos tudo, mas o essencial para nos tornarmos adultos responsável!	4.386333333333334	6	positiva	6	0	0
Não to aguentando mais segurar isso comigo.	3.2520000000000002	6	negativa	0	5	1
Não vai ser difícil para mim escrever esse guia.	4.6259999999999994	5	positiva	3	1	1
Não vem falar alto comigo não, porque ninguém fala alto comigo.	7.964	4	negativa	1	3	0
Não venha me dizer que pra servir a Deus tem que ta dentro da tua maldita igreja socando dinheiro no cú do teu pastor ladrão não, e foda-se se você acha que por isso eu vou pro inferno.	22.572	4	negativa	0	4	0
Não venha me pregar sobre o teu deus, eu tenho minhas crenças e não preciso de neguim vim buzinar no meu ouvido pra pregar coisas que nem ele mesmo pratica não.	8.457749999999999	4	negativa	0	3	1
Não venham falar da minha religião não seus desgraçados, quem são vocês para achar alguma coisa, seus monte de merdas, colocam a bíblia debaixo do braço e acham que tão servindo a deus, e em casa xingam a mãe, só pensa em dinheiro, transa com a namorada.	8.0454	5	negativa	1	4	0
Não vou falar da tragédia de Santa Maria, pois só em pensar me da vontade de chorar, bom vou terminar agora, depois da escola eu venho contar mais!	13.352	4	positiva	4	0	0
Não, agora você tá ótima!	105.8124	5	positiva	4	0	1
Nós ficamos sete dias juntos e vivemos uma linda historia de amor dessas de cinema ainda me lembro do 1° beijo de frente pro mar ate escrevemos nossos nomes no trailer que estava abandonado na estrada.	7.3262	5	positiva	5	0	0
Nós fomos avaliar a música que era aquela música da Legião Urbana, Pais e Filhos, nossa super amo essa música.	5.4725	6	positiva	5	0	1
Nós nos amamos, e vamos nos casar.	2.1887999999999996	5	positiva	5	0	0
Nós possuímos o ingrediente básico que tudo sustentará e que tão poucos tem o privilegio de ter: o Amor.	6.007250000000001	4	positiva	4	0	0
O Diego me mandou embora, não quis mais saber de mim, minha mãe virou as costas pra mim, eu só tinha meu pai e ele me pedindo pra tirar o dinheiro no banco, fazendo a maior pressão psicológica, eu não ia tirar?	9.7096	5	negativa	0	4	1
O Diego, por sua vez, ao invés de ser um namorado presente, que me apoia, que me aconselha e que tenta entender meu lado e me ajudar, só sabe me julgar e brigar comigo por conta disso.	8.967	4	negativa	0	3	1
O Marcelo é especial e o que sinto por ele não tem acabado , só tem aumentado cada vez mais e mais .	5.463	4	positiva	4	0	0
O Senhor conhece e sonda o meu coração, sabe o que penso, o que sinto.	5.058400000000001	5	positiva	5	0	0
O amor que sinto por você é incondicional.	2.10025	4	positiva	4	0	0
O antidepressivo tem sua parcela de contribuição, mas não é só ele.	5.261666666666667	6	negativa	2	4	0
O bom de tudo é que, toda noite antes de dormir, eu oro.	4.164	5	positiva	4	0	1
O carpinteiro que fez o trabalho, partiu com sua caixa de ferramentas.	3.38375	4	neutra	0	0	4
O caso é não fica atrás dele, sei que é difícil não demonstrar o que sente, mas pode ter certeza, eles não dão tanto valor a garotas que ficam atrás deles, enchendo o saco o tempo todo.	10.9666	5	neutra	1	1	3
O certo é você ser inteligente.	10.987	5	positiva	3	0	2
O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!	12.519555555555556	9	negativa	0	9	0
O garoto que não tem coragem de chegar em você, tem admirado você a muito tempo de longe, e te conhece bem mais do que você imagina, e muito mais ainda do que o com atitude diz conhecer.	580.5205	4	positiva	3	0	1
O homem ficou ali cortando, medindo, trabalhando o dia inteiro.	5.1646	5	neutra	0	1	4
O importante é tentarmos, ao longo das nossas vidas, termos sempre algum anjo com o qual possamos contar nas horas difíceis para nos dar alento.	6.5995	4	positiva	4	0	0
O irmão mais velho entregou o material e foi para a cidade.	3.3	5	neutra	2	0	3
O meu namorado não tem estilo nenhum, me ajudem?	3.24425	4	empate	0	2	2
O namorado não é o meu.	7.54575	4	neutra	1	0	3
O nosso coração é sempre a vitima, sempre fica em pedaços.	2.699	4	negativa	0	4	0
O nosso primeiro final de semana chegou, fiz a feira, preparei o almoço, lavei roupa, nossa estava tudo tão gostoso, e ela tão feliz, apesar de tudo ela sempre me falava que estava feliz, e pedia todos os dias para eu me casar com ela.	65.6545	4	positiva	4	0	0
O pensamento ' eu quero me matar' aparece com muita frequência.	2.682166666666667	6	negativa	0	6	0
O pior de tudo , foi q ele terminou comigo, alegando que eu não podia ficar ate as 4 da manha na rua 	5.5605	4	negativa	1	3	0
O pior e quando nos apegamos aquela pessoa e ela vai embora, sem saber que a que ficou esta cada vez, mas apaixonada, que não consegue imaginar sua vida sem ela, e falamos a vida segue, mas uma parte nossa ela leva com as pessoas que passam.	4.3105	4	negativa	1	2	1
O poder de reação está dentro de cada um de nós.	4.768800000000001	5	positiva	5	0	0
O ponteiro das seis bateu, e o táxi estava a me esperar, entrei dentro de casa novamente, esperando que tudo fosse um sonho.	7.273	4	neutra	1	0	3
O povo até olha e não acredita que somos namorados.	4.859999999999999	4	neutra	1	0	3
O que acontece hoje, eu recompenso amanhã.	2.34325	4	positiva	3	0	1
O que começou com um pequeno mal entendido, finalmente explodiu numa troca de palavras ríspidas, seguidas por semanas de total silêncio.	4.917	4	negativa	0	4	0
O que ele fez pra mim foi uma traição está me doendo muito.	6.2156	5	negativa	0	5	0
O que estou sentindo por ti é algo que nem eu mesma consigo explicar, tentei me envolver com muitos, tentei te esquecer de várias maneiras, mas não consigo, é mais forte do que eu.	8.7045	4	empate	2	0	2
O que você semeia você certamente colherá.	5.1418	5	positiva	4	0	1
O relacionamento dela com o meu namorado é ótimo, os dois brincam e eu amo isso.	7.2307500000000005	4	positiva	4	0	0
O remédio funciona, mas o problema é que ele tem efeitos colaterais mais que fortes.	5.5337499999999995	4	empate	0	2	2
O sexo já não era tão bom e meu esposo ficava muito calado e quieto comigo.	5.2152	5	negativa	0	5	0
O tempo sempre ajuda mas as vezes 1 minuto sozinha dentro desse quarto escuro parece tanto tempo a mais.	6.250400000000001	5	neutra	0	2	3
O velho pediu que com cuidado as tirassem dos sacos e viu que eram verdadeiramente formosos exemplares.	9.91875	4	empate	2	0	2
O ônibus interno parou e perguntou se eu iria para Benq, informei que não.	5.7134	5	neutra	0	0	5
O único que sabe a resposta é ELE, portanto, reflita sobre a sua vida e peça perdão pelos seus pecados, como a Bíblia mesmo ensina não julgue o próximo, para não ser julgado.	7.806	5	positiva	5	0	0
Obrigada Deus por fazer tudo isso pra mim.	44.213	4	positiva	3	0	1
Obrigada por estar lá quando eu pensei em me suicidar, te olhei, e pensei tenho que ficar pra cuidar de ti.	6.783799999999999	5	positiva	4	1	0
Obrigada por me mostrar através da Leticia que ele não era o cara pra mim, que no futuro, algo melhor me espera.	4.8225	6	positiva	5	0	1
Obrigado meu Deus pela vida de meu esposo!	2.1846	5	positiva	5	0	0
Obrigado por ter mudado minha vida, e salvado ela.	4.72	4	empate	2	0	2
Odeio quando sou tão boa e as pessoas se aproveitam disso, odeio, ter que esconder todo meu sofrimento minha dor e guardar no meu coração, EU ODEIO MINHA VIDA!	3.8482	5	negativa	1	4	0
Odeio sentir preguiça, fico me culpando por não aproveitar o mundo quando fico sem fazer nada, mas nas ultimas semanas sinto grande vontade de dormi e esquecer o mundo ao meu redor.	5.569	5	negativa	0	5	0
Oi Querido Diário, estava com saudades de você, não estava escrevendo muito aqui porque minhas férias estavam sendo o maior tédio e eu não tinha muito o que escrever, mas agora começaram as aulas e eu vou voltar a escrever!	13.759	6	positiva	3	1	2
Oi querido diário, mais uma vez estou aqui me sentindo uma merda e a culpa é toda minha!	2.89525	4	negativa	0	3	1
Ok, minha reação foi super exagerada, não precisava ser assim.	3.2901666666666665	6	negativa	1	5	0
Olha eu não sou muito alta, mas o suficiente para a minha idade e sou abaixo do peso ideal.	12.636	5	neutra	1	1	3
Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonito passou por ela também?	33.46375	4	positiva	3	0	1
